mileage,make,model,fuel,gear,offerType,price,hp,year,mileage_bins
6500,Opel,Grandland X,Gasoline,Automatic,Used,38218.0,181.0,2019,under 50k
10600,BMW,530,Electric/Gasoline,Automatic,Used,38400.0,252.0,2019,under 50k
16200,Alfa,Romeo Giulia,Gasoline,Automatic,Demonstration,38512.0,280.0,2019,under 50k
29750,Audi,Q5,Diesel,Automatic,Used,38750.0,190.0,2019,under 50k
9280,Toyota,Corolla,Electric/Gasoline,Automatic,Employee's car,24680.0,122.0,2020,under 50k
21000,Ford,Kuga,Diesel,Automatic,Used,24770.0,150.0,2020,under 50k
20,Toyota,Corolla,Electric/Gasoline,Automatic,Pre-registered,24790.0,122.0,2020,under 50k
800,Mazda,MX-5,Gasoline,Manual,Demonstration,24800.0,132.0,2020,under 50k
12486,Mazda,CX-30,Electric/Gasoline,Manual,Employee's car,24880.0,179.0,2020,under 50k
4038,Mazda,CX-30,Electric/Gasoline,Manual,Employee's car,24890.0,122.0,2020,under 50k
4837,Ford,Focus,Gasoline,Automatic,Employee's car,24980.0,150.0,2020,under 50k
50,Ford,Puma,Gasoline,Manual,Pre-registered,24990.0,125.0,2020,under 50k
1500,Toyota,C-HR,Electric/Gasoline,Automatic,Demonstration,25190.0,184.0,2020,under 50k
30155,Jeep,Compass,Gasoline,Automatic,Used,25490.0,170.0,2020,under 50k
9537,Ford,Focus,Gasoline,Automatic,Used,25630.0,150.0,2020,under 50k
3868,Volkswagen,T-Roc,Gasoline,Manual,Employee's car,25749.0,150.0,2020,under 50k
9984,Hyundai,i30,Diesel,Manual,Demonstration,25880.0,136.0,2020,under 50k
50,Hyundai,Ioniq,Electric/Gasoline,Automatic,Pre-registered,25880.0,105.0,2020,under 50k
20,Mazda,3,Gasoline,Manual,Pre-registered,26480.0,179.0,2020,under 50k
11600,Mazda,6,Gasoline,Manual,Employee's car,26850.0,165.0,2020,under 50k
22781,Opel,Insignia,Gasoline,Automatic,Used,26890.0,165.0,2020,under 50k
2,Hyundai,Ioniq,Electric/Gasoline,Automatic,Pre-registered,26890.0,105.0,2020,under 50k
13950,Lexus,UX 250h,Electric/Gasoline,Automatic,Used,26950.0,184.0,2020,under 50k
25187,Ford,Mondeo,Diesel,Automatic,Used,27119.0,190.0,2020,under 50k
8,Hyundai,Tucson,Gasoline,Automatic,Pre-registered,41480.0,179.0,2021,under 50k
6000,Ford,S-Max,Diesel,Automatic,Demonstration,41880.0,190.0,2021,under 50k
791,Jaguar,XE,Gasoline,Automatic,Demonstration,41890.0,250.0,2021,under 50k
50,Peugeot,3008,Electric/Gasoline,Automatic,Demonstration,41990.0,224.0,2021,under 50k
50,Hyundai,Tucson,Diesel,Automatic,Pre-registered,41990.0,136.0,2021,under 50k
2000,Toyota,Proace,Diesel,Automatic,Pre-registered,41990.0,144.0,2021,under 50k
50,Peugeot,3008,Diesel,Automatic,Demonstration,42250.0,131.0,2021,under 50k
10,Skoda,Kodiaq,Diesel,Automatic,Pre-registered,42790.0,200.0,2021,under 50k
3813,Cupra,Formentor,Electric/Gasoline,Automatic,Used,43500.0,245.0,2021,under 50k
100,Hyundai,Santa Fe,Gasoline,Automatic,Demonstration,43960.0,230.0,2021,under 50k
990,Skoda,Kodiaq,Diesel,Automatic,Demonstration,43990.0,200.0,2021,under 50k
150,Hyundai,Tucson,Diesel,Automatic,Pre-registered,43990.0,136.0,2021,under 50k
10,Skoda,Kodiaq,Diesel,Automatic,Pre-registered,43990.0,200.0,2021,under 50k
10,Skoda,Kodiaq,Diesel,Automatic,Pre-registered,43990.0,200.0,2021,under 50k
10,Skoda,Kodiaq,Diesel,Automatic,Pre-registered,44790.0,200.0,2021,under 50k
22,Jaguar,XE,Gasoline,Automatic,Demonstration,46890.0,250.0,2021,under 50k
10,Volkswagen,Tiguan,Diesel,Automatic,Pre-registered,46990.0,200.0,2021,under 50k
500,Jaguar,F-Pace,Gasoline,Automatic,Demonstration,49890.0,250.0,2021,under 50k
1990,Land,Rover Range Rover Evoque,Diesel,Automatic,Demonstration,52890.0,179.0,2021,under 50k
2,Alfa,Romeo Stelvio,Diesel,Automatic,Pre-registered,53200.0,209.0,2021,under 50k
196000,Volkswagen,Golf Plus,Gasoline,Manual,Used,4900.0,105.0,2011,under 200k
173810,Mazda,5,Diesel,Manual,Used,4900.0,116.0,2011,under 200k
79704,Fiat,Panda,Gasoline,Manual,Used,4950.0,69.0,2011,under 100k
32500,Nissan,Micra,Gasoline,Manual,Used,4950.0,80.0,2011,under 50k
248999,Volkswagen,Golf Plus,Gasoline,Automatic,Used,4950.0,122.0,2011,over 200k
108500,Ford,Fiesta,Gasoline,Manual,Used,4950.0,82.0,2011,under 150k
195000,Ford,Focus,Diesel,Manual,Used,4950.0,116.0,2011,under 200k
75650,Ford,Fiesta,Gasoline,Manual,Used,4950.0,60.0,2011,under 100k
81581,Mitsubishi,Colt,Gasoline,Manual,Used,4950.0,95.0,2011,under 100k
145800,Peugeot,RCZ,Gasoline,Manual,Used,4980.0,156.0,2011,under 150k
188500,Volkswagen,Golf,Gasoline,Manual,Used,4990.0,105.0,2011,under 200k
122900,Nissan,Micra,Gasoline,Manual,Used,4990.0,80.0,2011,under 150k
74558,Renault,Wind,Gasoline,Manual,Used,4990.0,101.0,2011,under 100k
119749,Hyundai,i30,Gasoline,Manual,Used,4990.0,109.0,2011,under 150k
112000,Renault,Scenic,Gasoline,Manual,Used,4990.0,131.0,2011,under 150k
92000,Opel,Corsa,Gasoline,Manual,Used,4999.0,69.0,2011,under 100k
55400,smart,forTwo,Gasoline,Automatic,Used,4999.0,71.0,2011,under 100k
57750,Opel,Corsa,Gasoline,Manual,Used,4999.0,87.0,2011,under 100k
127100,Hyundai,i30,Diesel,Manual,Used,5000.0,90.0,2011,under 150k
89776,Ford,Fiesta,Gasoline,Manual,Used,5000.0,97.0,2011,under 100k
94964,Volkswagen,up!,Gasoline,Manual,Used,4990.0,75.0,2012,under 100k
158790,Opel,Zafira,Diesel,Manual,Used,4990.0,125.0,2012,under 200k
57250,Skoda,Citigo,Gasoline,Manual,Used,4990.0,75.0,2012,under 100k
32000,Ford,Fusion,Gasoline,Manual,Used,4999.0,80.0,2012,under 50k
184600,Opel,Astra,Diesel,Manual,Used,4999.0,95.0,2012,under 200k
60000,Fiat,Panda,Gasoline,Manual,Used,4999.0,69.0,2012,under 100k
138400,Skoda,Roomster,Gasoline,Manual,Used,4999.0,86.0,2012,under 150k
251000,Volkswagen,Caddy,Gasoline,Manual,Used,4999.0,105.0,2012,over 200k
208000,Ford,Mondeo,Diesel,Manual,Used,4999.0,140.0,2012,over 200k
162000,Volkswagen,Polo,Gasoline,Manual,Used,5000.0,69.0,2012,under 200k
249600,Ford,Mondeo,Diesel,Manual,Used,5000.0,116.0,2012,over 200k
142347,Opel,Corsa,Gasoline,Manual,Used,5100.0,101.0,2012,under 150k
89050,Skoda,Fabia,Gasoline,Manual,Used,5100.0,86.0,2012,under 100k
108723,Citroen,Berlingo,Diesel,Manual,Used,5200.0,75.0,2012,under 150k
41000,Dacia,Sandero,Gasoline,Manual,Used,5200.0,84.0,2012,under 50k
150000,Hyundai,i30,Gasoline,Manual,Used,5200.0,109.0,2012,under 150k
123000,SEAT,Leon,Gasoline,Manual,Used,5250.0,105.0,2012,under 150k
134500,Volkswagen,Polo,Diesel,Manual,Used,5349.0,90.0,2012,under 150k
62600,Nissan,Micra,Gasoline,Manual,Used,5350.0,80.0,2012,under 100k
93200,Nissan,Micra,Gasoline,Manual,Used,5390.0,80.0,2012,under 100k
164000,Fiat,500C,Gasoline,Manual,Used,6490.0,69.0,2013,under 200k
117800,Opel,Astra,Diesel,Manual,Used,6499.0,110.0,2013,under 150k
36040,Nissan,Micra,Gasoline,Manual,Used,6500.0,80.0,2013,under 50k
156500,Mazda,3,Gasoline,Manual,Used,6500.0,105.0,2013,under 200k
151935,Volkswagen,up!,Gasoline,Manual,Used,6500.0,68.0,2013,under 200k
172710,MINI,One,Gasoline,Manual,Used,6590.0,98.0,2013,under 200k
90400,Nissan,NV200,Diesel,Manual,Used,6590.0,90.0,2013,under 100k
75000,Fiat,500C,Gasoline,Manual,Used,6599.0,86.0,2013,under 100k
57338,Skoda,Citigo,Gasoline,Automatic,Used,6600.0,75.0,2013,under 100k
109000,Ford,Focus,Gasoline,Manual,Used,6600.0,101.0,2013,under 150k
212350,Volkswagen,Golf,Diesel,Manual,Used,6600.0,105.0,2013,over 200k
97950,Volkswagen,Polo,Gasoline,Manual,Used,6680.0,90.0,2013,under 100k
137200,Ford,Grand C-Max,Gasoline,Manual,Used,6750.0,125.0,2013,under 150k
95760,Skoda,Fabia,Diesel,Manual,Used,6770.0,105.0,2013,under 100k
127000,Volkswagen,Golf Plus,Gasoline,Manual,Used,6790.0,86.0,2013,under 150k
74000,Opel,Adam,Gasoline,Manual,Used,6799.0,101.0,2013,under 100k
139840,Ford,Focus,Gasoline,Manual,Used,6799.0,125.0,2013,under 150k
109000,Volkswagen,Polo,Gasoline,Manual,Used,6800.0,69.0,2013,under 150k
94000,Renault,Clio,Gasoline,Manual,Used,6800.0,90.0,2013,under 100k
16253,Renault,Twingo,Gasoline,Manual,Used,6500.0,75.0,2014,under 50k
67500,Opel,Corsa,Gasoline,Manual,Used,6500.0,87.0,2014,under 100k
60000,Renault,Twingo,Gasoline,Manual,Used,6575.0,71.0,2014,under 100k
97500,SEAT,Ibiza,Gasoline,Manual,Used,6600.0,105.0,2014,under 100k
185000,Volkswagen,Polo,Diesel,Manual,Used,6690.0,105.0,2014,under 200k
109000,Skoda,Roomster,Gasoline,Manual,Used,6690.0,86.0,2014,under 150k
45000,Opel,Corsa,Gasoline,Manual,Used,6750.0,90.0,2014,under 50k
99700,Renault,Scenic,Gasoline,Manual,Used,6780.0,132.0,2014,under 100k
120000,Opel,Adam,Gasoline,Manual,Used,6799.0,69.0,2014,under 150k
135000,Opel,Astra,Diesel,Manual,Used,6800.0,131.0,2014,under 150k
54000,Opel,Corsa,Gasoline,Manual,Used,6840.0,87.0,2014,under 100k
139900,Opel,Astra,Diesel,Manual,Used,6850.0,136.0,2014,under 150k
93000,SEAT,Ibiza,Gasoline,Manual,Used,6890.0,86.0,2014,under 100k
65000,Renault,Twingo,Gasoline,Manual,Used,6890.0,90.0,2014,under 100k
183429,SEAT,Leon,Diesel,Automatic,Used,6900.0,105.0,2014,under 200k
142824,Volkswagen,Polo,Diesel,Manual,Used,6950.0,75.0,2014,under 150k
97000,Opel,Meriva,Diesel,Manual,Used,6950.0,136.0,2014,under 100k
71100,Renault,ZOE,Electric,Automatic,Used,6975.0,88.0,2014,under 100k
72000,Kia,Rio,Gasoline,Manual,Used,6990.0,109.0,2014,under 100k
75581,Nissan,Note,Gasoline,Manual,Used,6990.0,80.0,2014,under 100k
70000,Dacia,Sandero,Gasoline,Manual,Used,6999.0,90.0,2015,under 100k
50649,smart,forTwo,Gasoline,Manual,Used,7000.0,71.0,2015,under 100k
128000,Peugeot,Partner,Diesel,Manual,Used,7000.0,75.0,2015,under 150k
15000,Renault,Twingo,Gasoline,Manual,Used,7000.0,71.0,2015,under 50k
60200,Opel,Adam,Gasoline,Manual,Used,7200.0,69.0,2015,under 100k
30690,Skoda,Citigo,Gasoline,Manual,Used,7295.0,60.0,2015,under 50k
209500,SEAT,Leon,Diesel,Manual,Used,7399.0,110.0,2015,over 200k
64000,Opel,Corsa,Diesel,Automatic,Used,7400.0,95.0,2015,under 100k
97000,smart,forTwo,Gasoline,Automatic,Used,7480.0,71.0,2015,under 100k
100000,Skoda,Rapid/Spaceback,Diesel,Manual,Used,7490.0,90.0,2015,under 100k
35585,Opel,Corsa,Gasoline,Manual,Used,7490.0,90.0,2015,under 50k
78132,SEAT,Ibiza,Gasoline,Manual,Used,7490.0,86.0,2015,under 100k
35000,SEAT,Mii,Gasoline,Manual,Used,7490.0,60.0,2015,under 50k
65195,Volkswagen,up!,Gasoline,Manual,Used,7490.0,75.0,2015,under 100k
70000,Nissan,Note,Diesel,Manual,Used,7500.0,90.0,2015,under 100k
300000,Renault,Trafic,Diesel,Manual,Used,7500.0,90.0,2015,over 200k
200844,Volkswagen,Golf,Diesel,Automatic,Used,7500.0,110.0,2015,over 200k
33000,Volkswagen,up!,Gasoline,Manual,Used,7500.0,60.0,2015,under 50k
40170,Renault,ZOE,-/- (Fuel),Automatic,Used,7575.0,92.0,2015,under 50k
45935,Kia,Picanto,Gasoline,Manual,Used,7790.0,86.0,2015,under 50k
34900,Suzuki,Celerio,Gasoline,Manual,Used,6600.0,68.0,2016,under 50k
82990,Opel,Corsa,Gasoline,Manual,Used,6650.0,69.0,2016,under 100k
80261,Volkswagen,Polo,Gasoline,Manual,Used,6666.0,60.0,2016,under 100k
185000,Volkswagen,Polo,Diesel,Manual,Used,6690.0,75.0,2016,under 200k
70488,Opel,Karl,Gasoline,Manual,Used,6783.0,75.0,2016,under 100k
49000,SEAT,Mii,Gasoline,Manual,Used,6790.0,60.0,2016,under 50k
54500,Renault,Clio,Gasoline,Manual,Used,6800.0,73.0,2016,under 100k
75000,Ford,Fiesta,Gasoline,Manual,Used,6800.0,60.0,2016,under 100k
40950,Skoda,Citigo,Gasoline,Manual,Used,6800.0,60.0,2016,under 50k
51850,Kia,Picanto,Gasoline,Manual,Used,6800.0,65.0,2016,under 100k
50000,Fiat,Panda,Gasoline,Manual,Used,6850.0,69.0,2016,under 50k
50000,Fiat,New Panda,Gasoline,Manual,Used,6850.0,69.0,2016,under 50k
49968,SEAT,Mii,Gasoline,Manual,Used,6870.0,60.0,2016,under 50k
27079,Volkswagen,up!,Gasoline,Manual,Used,6880.0,60.0,2016,under 50k
41503,Volkswagen,up!,Gasoline,Manual,Used,6880.0,60.0,2016,under 50k
35858,Citroen,C1,Gasoline,Manual,Used,6885.0,69.0,2016,under 50k
10200,Volkswagen,up!,Gasoline,Manual,Used,6900.0,60.0,2016,under 50k
64987,SEAT,Mii,Gasoline,Manual,Used,6900.0,75.0,2016,under 100k
67500,Toyota,Yaris,Gasoline,Manual,Used,6900.0,69.0,2016,under 100k
32753,Skoda,Citigo,Gasoline,Manual,Used,6900.0,60.0,2016,under 50k
99971,BMW,216,Diesel,Automatic,Used,15200.0,116.0,2017,under 100k
1050,Dacia,Dokker,Gasoline,Manual,Pre-registered,15468.0,116.0,2017,under 50k
108973,Skoda,Octavia,Diesel,Automatic,Used,15499.0,150.0,2017,under 150k
118340,Ford,Kuga,Diesel,Manual,Used,15890.0,179.0,2017,under 150k
62151,BMW,116,Diesel,Automatic,Used,15899.0,116.0,2017,under 100k
50500,Opel,Grandland X,Gasoline,Manual,Used,15900.0,131.0,2017,under 100k
178300,Volkswagen,Beetle,Diesel,Manual,Used,15990.0,150.0,2017,under 200k
73571,BMW,118,Diesel,Manual,Used,15999.0,150.0,2017,under 100k
116760,Ford,Kuga,Diesel,Manual,Used,16390.0,150.0,2017,under 150k
51500,Skoda,Octavia,Gasoline,Manual,Used,16990.0,150.0,2017,under 100k
135200,Volkswagen,Passat Variant,Diesel,Automatic,Used,17429.0,150.0,2017,under 150k
62831,Mercedes-Benz,CLA 180,Diesel,Manual,Used,17500.0,109.0,2017,under 100k
1050,Renault,Kangoo,Diesel,Manual,Pre-registered,17850.0,90.0,2017,under 50k
24500,Audi,Q2,Gasoline,Manual,Used,17890.0,150.0,2017,under 50k
77000,Skoda,Superb,Diesel,Automatic,Used,17990.0,150.0,2017,under 100k
119700,BMW,218,Diesel,Automatic,Used,17990.0,150.0,2017,under 150k
56700,Volkswagen,Golf,Diesel,Automatic,Used,17999.0,116.0,2017,under 100k
72300,Mazda,CX-5,Diesel,Manual,Used,19890.0,175.0,2017,under 100k
43215,BMW,118,Diesel,Automatic,Used,20999.0,150.0,2017,under 50k
53500,Ford,Mondeo,Diesel,Manual,Used,21390.0,179.0,2017,under 100k
97100,Audi,A3,Diesel,Automatic,Used,16880.0,116.0,2018,under 100k
89870,Renault,Megane,Gasoline,,Used,16990.0,165.0,2018,under 100k
59121,BMW,118,Diesel,Automatic,Used,16999.0,150.0,2018,under 100k
123500,Skoda,Karoq,Diesel,Manual,Used,17498.0,116.0,2018,under 150k
45725,BMW,118,Diesel,Manual,Used,17499.0,150.0,2018,under 50k
42851,BMW,118,Gasoline,Manual,Used,17999.0,136.0,2018,under 50k
99757,BMW,120,Diesel,Automatic,Used,17999.0,190.0,2018,under 100k
58151,BMW,118,Gasoline,Manual,Used,18499.0,136.0,2018,under 100k
14500,Volkswagen,T-Roc,Gasoline,Manual,Used,18889.0,116.0,2018,under 50k
54521,BMW,120,Gasoline,Manual,Used,18999.0,184.0,2018,under 100k
47650,Ford,Focus,Gasoline,Manual,Used,19750.0,250.0,2018,under 50k
61400,Volkswagen,Passat Variant,Diesel,Automatic,Used,19889.0,150.0,2018,under 100k
7640,Volkswagen,Golf,Gasoline,Automatic,Used,20980.0,125.0,2018,under 50k
72844,Jeep,Compass,Diesel,Automatic,Used,20990.0,140.0,2018,under 100k
95620,Ford,Mondeo,Diesel,Automatic,Used,21460.0,211.0,2018,under 100k
37250,Mazda,CX-5,Diesel,Manual,Used,21980.0,150.0,2018,under 50k
1340,Volkswagen,Golf Sportsvan,Gasoline,Automatic,Used,21980.0,150.0,2018,under 50k
12571,BMW,118,Gasoline,Automatic,Used,21999.0,136.0,2018,under 50k
97000,BMW,320,Diesel,Automatic,Used,22990.0,190.0,2018,under 100k
74521,BMW,320,Diesel,Automatic,Used,24899.0,190.0,2018,under 100k
185,Skoda,Karoq,Diesel,Automatic,Demonstration,34780.0,150.0,2019,under 50k
17423,SEAT,Tarraco,Diesel,Automatic,Demonstration,35280.0,190.0,2019,under 50k
6000,Skoda,Karoq,Diesel,Automatic,Demonstration,35770.0,150.0,2019,under 50k
7486,Mercedes-Benz,C 180,Gasoline,Manual,Used,36880.0,156.0,2019,under 50k
3902,Skoda,Superb,Diesel,Automatic,Demonstration,39780.0,190.0,2019,under 50k
16500,Ford,Edge,Diesel,Automatic,Used,39790.0,238.0,2019,under 50k
14480,Ford,Edge,Diesel,Automatic,Used,40680.0,238.0,2019,under 50k
22150,Volkswagen,T6 Multivan,Diesel,Automatic,Used,42960.0,150.0,2019,under 50k
8493,Mercedes-Benz,E 300,Diesel,Automatic,Used,48880.0,245.0,2019,under 50k
34500,Opel,Corsa,Gasoline,Manual,Used,10400.0,101.0,2019,under 50k
5000,Opel,Corsa,Gasoline,Manual,Used,12990.0,90.0,2019,under 50k
5500,Opel,Corsa,Gasoline,Manual,Used,12990.0,90.0,2019,under 50k
13400,Opel,Corsa,Gasoline,Manual,Used,12990.0,101.0,2019,under 50k
29506,SEAT,Ibiza,Gasoline,Manual,Used,12999.0,95.0,2019,under 50k
9000,Opel,Corsa,Gasoline,Manual,Used,13290.0,90.0,2019,under 50k
16887,Skoda,Fabia,Gasoline,Manual,Used,13490.0,95.0,2019,under 50k
4500,Opel,Corsa,Gasoline,Manual,Used,13490.0,90.0,2019,under 50k
14700,Opel,Corsa,Gasoline,Manual,Used,13900.0,150.0,2019,under 50k
5500,Ford,Fiesta,Gasoline,Manual,Used,13990.0,86.0,2019,under 50k
30000,SEAT,Ibiza,Gasoline,Manual,Used,13990.0,95.0,2019,under 50k
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,14580.0,95.0,2020,under 50k
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,14590.0,60.0,2020,under 50k
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,14680.0,95.0,2020,under 50k
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,14680.0,95.0,2020,under 50k
3013,Skoda,Fabia,Gasoline,Manual,Demonstration,14780.0,95.0,2020,under 50k
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,14780.0,95.0,2020,under 50k
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,14780.0,95.0,2020,under 50k
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,14880.0,95.0,2020,under 50k
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,14980.0,95.0,2020,under 50k
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,14980.0,95.0,2020,under 50k
7503,Skoda,Fabia,Gasoline,Manual,Used,14980.0,95.0,2020,under 50k
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,14980.0,95.0,2020,under 50k
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,14980.0,95.0,2020,under 50k
15,Skoda,Fabia,Gasoline,Manual,Demonstration,14980.0,95.0,2020,under 50k
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,14980.0,95.0,2020,under 50k
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,14990.0,95.0,2020,under 50k
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,15380.0,95.0,2020,under 50k
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,15380.0,95.0,2020,under 50k
16391,Ford,Fiesta,Gasoline,Manual,Used,15496.0,95.0,2020,under 50k
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,15580.0,95.0,2020,under 50k
10,SEAT,Ibiza,Gasoline,Automatic,Demonstration,24890.0,110.0,2021,under 50k
10,Skoda,Kamiq,Gasoline,Automatic,Pre-registered,25480.0,110.0,2021,under 50k
1555,Volkswagen,T6.1 Transporter,Diesel,Manual,Used,25580.0,90.0,2021,under 50k
10,Skoda,Octavia,Gasoline,Manual,Pre-registered,25880.0,110.0,2021,under 50k
10,Skoda,Octavia,Gasoline,Manual,Pre-registered,26790.0,110.0,2021,under 50k
500,Skoda,Octavia,Gasoline,Manual,Demonstration,26790.0,110.0,2021,under 50k
10,Skoda,Octavia,Gasoline,Manual,Pre-registered,27480.0,150.0,2021,under 50k
10,Skoda,Kamiq,Gasoline,Automatic,Pre-registered,27880.0,110.0,2021,under 50k
20,Hyundai,i30,Electric/Gasoline,Manual,Pre-registered,27990.0,159.0,2021,under 50k
25,Hyundai,i30,Electric/Gasoline,Automatic,Pre-registered,27990.0,160.0,2021,under 50k
20,Mazda,3,Gasoline,Manual,Pre-registered,28340.0,186.0,2021,under 50k
4000,Skoda,Scala,Gasoline,Automatic,Demonstration,28480.0,150.0,2021,under 50k
50,SEAT,Ateca,Gasoline,Automatic,Used,28960.0,150.0,2021,under 50k
50,SEAT,Ateca,Gasoline,Automatic,Used,28960.0,150.0,2021,under 50k
50,SEAT,Ateca,Gasoline,Automatic,Pre-registered,28960.0,150.0,2021,under 50k
50,SEAT,Ateca,Gasoline,Automatic,Used,28960.0,150.0,2021,under 50k
150,Hyundai,Kona,Electric/Gasoline,Automatic,Demonstration,28990.0,141.0,2021,under 50k
10,Skoda,Octavia,Gasoline,Manual,Pre-registered,29480.0,150.0,2021,under 50k
8,SEAT,Ateca,Gasoline,Automatic,Used,29990.0,150.0,2021,under 50k
8,SEAT,Ateca,Gasoline,Automatic,Used,29990.0,150.0,2021,under 50k
161000,Volkswagen,Polo,Gasoline,Manual,Used,4200.0,69.0,2011,under 200k
89000,smart,forTwo,Gasoline,Semi-automatic,Used,4300.0,71.0,2011,under 100k
121819,Ford,Fiesta,Gasoline,Manual,Used,4300.0,82.0,2011,under 150k
203973,Hyundai,i30,Diesel,Manual,Used,4300.0,116.0,2011,over 200k
50000,Hyundai,i10,Gasoline,Manual,Used,4300.0,67.0,2011,under 50k
102550,SEAT,Ibiza,Diesel,Manual,Used,4350.0,90.0,2011,under 150k
143000,Lancia,MUSA,Gasoline,Manual,Used,4400.0,95.0,2011,under 150k
317762,Skoda,Octavia,Diesel,Automatic,Used,4400.0,140.0,2011,over 200k
101000,Fiat,Bravo,Gasoline,Manual,Used,4450.0,140.0,2011,under 150k
81000,smart,forTwo,Gasoline,Automatic,Used,4485.0,71.0,2011,under 100k
209000,Volkswagen,Golf Plus,Diesel,Manual,Used,4490.0,105.0,2011,over 200k
75000,Opel,Corsa,Gasoline,Manual,Used,4490.0,87.0,2011,under 100k
120188,Alfa,Romeo MiTo,Diesel,Manual,Used,4499.0,120.0,2011,under 150k
183000,Volkswagen,Polo,Diesel,Manual,Used,4499.0,90.0,2011,under 200k
163000,Skoda,Octavia,Diesel,Automatic,Used,4499.0,105.0,2011,under 200k
179000,SEAT,Altea XL,Gasoline,Manual,Used,4500.0,105.0,2011,under 200k
191000,Ford,Transit,Diesel,Manual,Used,4500.0,86.0,2011,under 200k
194000,Hyundai,H-1,Diesel,Manual,Used,4500.0,110.0,2011,under 200k
127500,Suzuki,Swift,Gasoline,Manual,Used,4500.0,94.0,2011,under 150k
137482,Hyundai,iX20,Diesel,Manual,Used,4500.0,90.0,2011,under 150k
44745,Ford,Ka/Ka+,Gasoline,Manual,Used,4800.0,69.0,2012,under 50k
412667,Mercedes-Benz,E 200,Diesel,Automatic,Used,4800.0,136.0,2012,over 200k
163178,Skoda,Fabia,Diesel,Manual,Used,4880.0,90.0,2012,under 200k
14500,Renault,Twingo,Gasoline,Manual,Used,4890.0,75.0,2012,under 50k
181000,Peugeot,208,Diesel,Manual,Used,4900.0,114.0,2012,under 200k
172204,SEAT,Ibiza,Gasoline,Manual,Used,4900.0,69.0,2012,under 200k
161000,Hyundai,Veloster,Gasoline,Manual,Used,4900.0,140.0,2012,under 200k
87000,Ford,Fiesta,Gasoline,Manual,Used,4980.0,82.0,2012,under 100k
94000,Citroen,C3,Gasoline,Manual,Used,4980.0,73.0,2012,under 100k
191000,Skoda,Roomster,Gasoline,Manual,Used,4980.0,86.0,2012,under 200k
115585,Renault,Clio,Gasoline,Manual,Used,4990.0,75.0,2012,under 150k
122000,Opel,Astra,Gasoline,Manual,Used,4990.0,87.0,2012,under 150k
115585,Renault,Clio,Gasoline,Manual,Used,4990.0,75.0,2012,under 150k
267000,Opel,Astra,Diesel,Automatic,Used,4999.0,165.0,2012,over 200k
171000,Skoda,Octavia,Gasoline,Manual,Used,5000.0,105.0,2012,under 200k
97000,Nissan,Note,Gasoline,Manual,Used,5000.0,88.0,2012,under 100k
216800,Chevrolet,Orlando,Diesel,Automatic,Used,5090.0,163.0,2012,over 200k
69000,Peugeot,208,Gasoline,Manual,Used,5100.0,95.0,2012,under 100k
94000,smart,forTwo,Gasoline,Automatic,Used,5100.0,84.0,2012,under 100k
181555,Opel,Insignia,Diesel,Manual,Used,5250.0,194.0,2012,under 200k
217800,Audi,A3,Diesel,Manual,Used,5699.0,105.0,2013,over 200k
38500,smart,forTwo,Gasoline,Automatic,Used,5850.0,71.0,2013,under 50k
91000,Opel,Adam,Gasoline,Manual,Used,5850.0,69.0,2013,under 100k
73064,Dacia,Sandero,Gasoline,Manual,Used,5900.0,90.0,2013,under 100k
141200,Hyundai,i30,Gasoline,Manual,Used,5900.0,99.0,2013,under 150k
78142,Opel,Meriva,Gasoline,Manual,Used,5900.0,101.0,2013,under 100k
240000,Toyota,Prius,Electric/Gasoline,Automatic,Used,5900.0,99.0,2013,over 200k
109000,Opel,Adam,Gasoline,Manual,Used,5950.0,69.0,2013,under 150k
81000,Opel,Corsa,Gasoline,Manual,Used,5950.0,69.0,2013,under 100k
133400,Peugeot,308,Diesel,Automatic,Used,5990.0,114.0,2013,under 150k
139000,Volkswagen,up!,Gasoline,Automatic,Used,5990.0,60.0,2013,under 150k
48120,Suzuki,Splash,Gasoline,Manual,Used,5990.0,94.0,2013,under 50k
46942,Citroen,C3,Gasoline,Manual,Used,5990.0,73.0,2013,under 50k
48120,Suzuki,Splash,Gasoline,Manual,Used,5990.0,94.0,2013,under 50k
238000,Nissan,NV200,Diesel,Manual,Used,5990.0,110.0,2013,over 200k
104000,Ford,Focus,Gasoline,Manual,Used,5999.0,101.0,2013,under 150k
50000,smart,forTwo,Gasoline,Automatic,Used,5999.0,71.0,2013,under 50k
80000,smart,forTwo,Gasoline,Automatic,Used,5999.0,71.0,2013,under 100k
